country,name,continent,year,lifeExp,pop,gdpPercap
bel,Belgium,Europe,2000-01-01,78.04,10282046,35660.44716
bel,Belgium,Europe,2005-01-01,79.32,10546885,38410.60159
bel,Belgium,Europe,2010-01-01,80.23,10938735,39761.9314
bel,Belgium,Europe,2015-01-01,81.09,11287931,40991.80814
bel,Belgium,Europe,2019-01-01,81.41,11539326,42887.65513
ben,Benin,Africa,1960-01-01,44.78,2431617,679.02167
ben,Benin,Africa,1965-01-01,46.76,2632361,734.78872
ben,Benin,Africa,1970-01-01,48.54,2912338,758.39264
ben,Benin,Africa,1975-01-01,50.76,3265167,722.77279
ben,Benin,Africa,1980-01-01,52.71,3717161,774.5521
ben,Benin,Africa,1985-01-01,53.94,4278502,839.74891
ben,Benin,Africa,1990-01-01,55.73,4978489,795.07166
ben,Benin,Africa,1995-01-01,56.89,5905552,823.54929
ben,Benin,Africa,2000-01-01,57.39,6865946,905.82627
ben,Benin,Africa,2005-01-01,58.81,7982223,943.62931
ben,Benin,Africa,2010-01-01,61.1,9199254,988.61079
ben,Benin,Africa,2015-01-01,62.64,10575962,1076.7967
ben,Benin,Africa,2019-01-01,64.49,11801151,1201.56139
bfa,Burkina Faso,Africa,1960-01-01,39.54,4829289,241.6055
bfa,Burkina Faso,Africa,1965-01-01,41.95,5174874,260.88539
bfa,Burkina Faso,Africa,1970-01-01,44.06,5624592,276.47998
bfa,Burkina Faso,Africa,1975-01-01,46.04,6154554,293.71703
bfa,Burkina Faso,Africa,1980-01-01,48.64,6822837,315.48403
bfa,Burkina Faso,Africa,1985-01-01,50.64,7727908,340.28613
bfa,Burkina Faso,Africa,1990-01-01,50.67,8811033,345.28416
bfa,Burkina Faso,Africa,1995-01-01,50.66,10089880,365.28054
bfa,Burkina Faso,Africa,2000-01-01,52.48,11607951,440.02841
bfa,Burkina Faso,Africa,2005-01-01,55.3,13421935,518.16787
bfa,Burkina Faso,Africa,2010-01-01,57.94,15605211,582.41573
bfa,Burkina Faso,Africa,2015-01-01,59.9,18110616,653.32727
bfa,Burkina Faso,Africa,2019-01-01,61.67,20321383,739.17521
bgd,Bangladesh,Asia,1960-01-01,43.82,48013505,463.35739
bgd,Bangladesh,Asia,1965-01-01,45.87,55385114,504.15472
bgd,Bangladesh,Asia,1970-01-01,42.2,64232486,512.12116
bgd,Bangladesh,Asia,1975-01-01,50.62,70066310,414.6048
bgd,Bangladesh,Asia,1980-01-01,53.22,79639498,447.69492
bgd,Bangladesh,Asia,1985-01-01,53.75,90764180,484.04802
bgd,Bangladesh,Asia,1990-01-01,58.19,103171957,512.09659
bgd,Bangladesh,Asia,1995-01-01,62.24,115169933,572.43845
bgd,Bangladesh,Asia,2000-01-01,65.47,127657862,653.80864
bgd,Bangladesh,Asia,2005-01-01,67.44,139035505,769.13598
bgd,Bangladesh,Asia,2010-01-01,70.04,147575433,972.90969
bgd,Bangladesh,Asia,2015-01-01,73.59,156256287,1248.45331
bgd,Bangladesh,Asia,2019-01-01,74.55,163046173,1603.9535
bhs,Bahamas,Americas,1960-01-01,61.93,109532,20121.41464
bhs,Bahamas,Americas,1965-01-01,63.28,140060,25940.14515
bhs,Bahamas,Americas,1970-01-01,65.4,169376,28586.70754
bhs,Bahamas,Americas,1975-01-01,68.21,188895,19178.25322
bhs,Bahamas,Americas,1980-01-01,68.62,210589,30294.28725
bhs,Bahamas,Americas,1985-01-01,70.21,234579,32659.7394
bhs,Bahamas,Americas,1990-01-01,70.86,256227,33681.23607
bhs,Bahamas,Americas,1995-01-01,70.77,280179,30654.65804
bhs,Bahamas,Americas,2000-01-01,71.25,298045,35819.66133
bhs,Bahamas,Americas,2005-01-01,73.18,324848,35674.49827
bhs,Bahamas,Americas,2010-01-01,73.24,354936,32271.3289
bhs,Bahamas,Americas,2015-01-01,73.35,374200,31295.56387
bhs,Bahamas,Americas,2019-01-01,73.36,389486,32798.17733
blz,Belize,Americas,1960-01-01,63.93,92068,1195.07713
blz,Belize,Americas,1965-01-01,66.43,106120,1319.15481
blz,Belize,Americas,1970-01-01,67.51,122184,1489.50815
blz,Belize,Americas,1975-01-01,69.56,133264,1939.36425
blz,Belize,Americas,1980-01-01,70.87,144142,2512.49701
blz,Belize,Americas,1985-01-01,72.08,164918,2236.16424
blz,Belize,Americas,1990-01-01,72.79,187554,3147.26776
blz,Belize,Americas,1995-01-01,72.9,206962,3816.45431
blz,Belize,Americas,2000-01-01,69.98,247310,4278.05015
blz,Belize,Americas,2005-01-01,72.43,283798,4773.66085
blz,Belize,Americas,2010-01-01,73.58,322465,4728.81041
blz,Belize,Americas,2015-01-01,74.19,360926,4770.23266
blz,Belize,Americas,2019-01-01,74.46,390351,4701.08924
bol,Bolivia,Americas,1960-01-01,43,3656961,1292.80562
bol,Bolivia,Americas,1965-01-01,46.17,4038865,1469.5908
bol,Bolivia,Americas,1970-01-01,50.09,4484004,1799.57115
bol,Bolivia,Americas,1975-01-01,53.66,5001413,2137.71097
bol,Bolivia,Americas,1980-01-01,56.76,5579932,2120.70178
bol,Bolivia,Americas,1985-01-01,59.14,6179460,1736.87151
bol,Bolivia,Americas,1990-01-01,61.69,6864839,1744.31199
bol,Bolivia,Americas,1995-01-01,64.02,7622334,1920.31793
bol,Bolivia,Americas,2000-01-01,66.53,8418270,2059.18528
bol,Bolivia,Americas,2005-01-01,68.97,9232301,2186.18668
bol,Bolivia,Americas,2010-01-01,70.3,10048597,2514.43483
bol,Bolivia,Americas,2015-01-01,71.3,10869732,3035.97165
bol,Bolivia,Americas,2019-01-01,72.01,11513102,3317.37095
bra,Brazil,Americas,1960-01-01,52.44,72179235,2634.95206
bra,Brazil,Americas,1965-01-01,54.83,83373533,2847.37166
bra,Brazil,Americas,1970-01-01,56.94,95113265,3627.26789
bra,Brazil,Americas,1975-01-01,59.78,107216209,5247.2306
bra,Brazil,Americas,1980-01-01,62.74,120694012,6437.87923
bra,Brazil,Americas,1985-01-01,64.61,135274083,6062.54383
bra,Brazil,Americas,1990-01-01,67.29,149003225,6155.87438
bra,Brazil,Americas,1995-01-01,69.17,162019889,6584.83353
bra,Brazil,Americas,2000-01-01,71.18,174790339,6787.67798
bra,Brazil,Americas,2005-01-01,72.81,186127108,7352.29227
bra,Brazil,Americas,2010-01-01,73.85,195713637,8702.26679
bra,Brazil,Americas,2015-01-01,75.03,204471759,8814.00142
bra,Brazil,Americas,2019-01-01,75.85,211049519,8638.29429
bwa,Botswana,Africa,1960-01-01,54.36,502733,364.20315
bwa,Botswana,Africa,1965-01-01,55.08,559996,444.08157
bwa,Botswana,Africa,1970-01-01,56.49,627714,665.29923
bwa,Botswana,Africa,1975-01-01,59.14,741346,1281.84205
bwa,Botswana,Africa,1980-01-01,60.98,897860,1883.58211
bwa,Botswana,Africa,1985-01-01,62.49,1069585,2544.8807
bwa,Botswana,Africa,1990-01-01,61.32,1286756,3691.63289
bwa,Botswana,Africa,1995-01-01,52.5,1469173,4042.01188
bwa,Botswana,Africa,2000-01-01,45.52,1643333,4654.06488
bwa,Botswana,Africa,2005-01-01,49.93,1799077,5078.9234
bwa,Botswana,Africa,2010-01-01,56.98,1987106,5746.99529
bwa,Botswana,Africa,2015-01-01,60.62,2120716,6799.87018
bwa,Botswana,Africa,2019-01-01,62.25,2303703,7232.08757
caf,Central African Republic,Africa,1960-01-01,45.76,1501668,652.85503
caf,Central African Republic,Africa,1965-01-01,47.28,1639706,618.21911
caf,Central African Republic,Africa,1970-01-01,48.12,1811157,655.26835
caf,Central African Republic,Africa,1975-01-01,48.44,1958367,666.70446
caf,Central African Republic,Africa,1980-01-01,49.17,2199359,612.64636
caf,Central African Republic,Africa,1985-01-01,49.5,2542170,587.60031
caf,Central African Republic,Africa,1990-01-01,48.09,2806740,531.85572
caf,Central African Republic,Africa,1995-01-01,44.69,3222662,486.36572
caf,Central African Republic,Africa,2000-01-01,43.79,3640421,460.34521
caf,Central African Republic,Africa,2005-01-01,45.21,4038380,454.50741
caf,Central African Republic,Africa,2010-01-01,47.81,4386765,531.713
caf,Central African Republic,Africa,2015-01-01,49.67,4493171,377.42292
caf,Central African Republic,Africa,2019-01-01,52.35,4745179,418.31555
chl,Chile,Americas,1960-01-01,54.2,8132988,3330.22587
chl,Chile,Americas,1965-01-01,58.7,8989607,3614.55316
chl,Chile,Americas,1970-01-01,61.99,9783134,4197.22596
chl,Chile,Americas,1975-01-01,66.15,10592310,3555.30326
chl,Chile,Americas,1980-01-01,69.44,11419350,4768.66873
chl,Chile,Americas,1985-01-01,71.95,12257238,4331.15743
chl,Chile,Americas,1990-01-01,73.43,13274617,5470.47974
chl,Chile,Americas,1995-01-01,75.28,14380864,7380.06128
chl,Chile,Americas,2000-01-01,76.93,15342350,8685.32179
chl,Chile,Americas,2005-01-01,77.89,16182713,10349.64301
chl,Chile,Americas,2010-01-01,78.61,17062531,11809.14163
chl,Chile,Americas,2015-01-01,79.63,17969356,13574.16924
chl,Chile,Americas,2019-01-01,80.16,18952035,13866.95584
chn,China,Asia,1960-01-01,27.79,660408054,238.21663
chn,China,Asia,1965-01-01,58.47,724218970,232.6068
chn,China,Asia,1970-01-01,60.88,827601385,283.58486
chn,China,Asia,1975-01-01,62.81,926240889,337.34352
chn,China,Asia,1980-01-01,64.41,1000089228,430.85465
chn,China,Asia,1985-01-01,66.59,1075589363,667.12736
chn,China,Asia,1990-01-01,68.09,1176883681,905.03086
chn,China,Asia,1995-01-01,69.75,1240920539,1520.02678
chn,China,Asia,2000-01-01,71.33,1290550767,2193.89299
chn,China,Asia,2005-01-01,72.98,1330776380,3390.71017
chn,China,Asia,2010-01-01,74.92,1368810604,5647.05875
chn,China,Asia,2015-01-01,76.77,1406847868,8066.94263
chn,China,Asia,2019-01-01,77.59,1433783692,10228.29281
civ,Cote d'Ivoire,Africa,1960-01-01,45.61,3503559,1651.55674
civ,Cote d'Ivoire,Africa,1965-01-01,48.35,4226843,1987.5339
civ,Cote d'Ivoire,Africa,1970-01-01,50.93,5102070,2614.95105
civ,Cote d'Ivoire,Africa,1975-01-01,53.98,6412409,2840.17875
civ,Cote d'Ivoire,Africa,1980-01-01,56.72,8033652,2777.85975
civ,Cote d'Ivoire,Africa,1985-01-01,57.38,9918204,2280.10531
civ,Cote d'Ivoire,Africa,1990-01-01,55.74,11924873,2009.48786
civ,Cote d'Ivoire,Africa,1995-01-01,51.7,14199759,1815.25804
civ,Cote d'Ivoire,Africa,2000-01-01,51.13,16454660,1828.18212
civ,Cote d'Ivoire,Africa,2005-01-01,53.46,18354513,1638.97517
civ,Cote d'Ivoire,Africa,2010-01-01,57.39,20532944,1634.83235
civ,Cote d'Ivoire,Africa,2015-01-01,61.07,23226148,1972.54568
civ,Cote d'Ivoire,Africa,2019-01-01,64.25,25716554,2327.74536
cmr,Cameroon,Africa,1960-01-01,27.54,5176920,881.39201
cmr,Cameroon,Africa,1965-01-01,49.55,5773538,903.08292
cmr,Cameroon,Africa,1970-01-01,51.54,6519754,857.19664
cmr,Cameroon,Africa,1975-01-01,53.56,7451057,1034.25946
cmr,Cameroon,Africa,1980-01-01,55.39,8621409,1218.52976
cmr,Cameroon,Africa,1985-01-01,57.71,10070806,1629.83284
cmr,Cameroon,Africa,1990-01-01,58.43,11780086,1237.01876
cmr,Cameroon,Africa,1995-01-01,56.64,13599984,971.61872
cmr,Cameroon,Africa,2000-01-01,54.47,15513944,1055.69096
cmr,Cameroon,Africa,2005-01-01,54.99,17733408,1144.54977
cmr,Cameroon,Africa,2010-01-01,57.7,20341236,1184.54204
cmr,Cameroon,Africa,2015-01-01,60.05,23298376,1327.50256
cmr,Cameroon,Africa,2019-01-01,63.35,25876387,1397.96492
cod,"Congo, Dem. Rep.",Africa,1960-01-01,47.55,15248256,1257.0625
cod,"Congo, Dem. Rep.",Africa,1965-01-01,48.26,17369882,1236.1017
cod,"Congo, Dem. Rep.",Africa,1970-01-01,49.62,20011033,1290.74504
cod,"Congo, Dem. Rep.",Africa,1975-01-01,50.87,22903587,1268.70091
cod,"Congo, Dem. Rep.",Africa,1980-01-01,52.13,26358905,1021.81202
cod,"Congo, Dem. Rep.",Africa,1985-01-01,53.67,29881222,987.49422
cod,"Congo, Dem. Rep.",Africa,1990-01-01,54.27,34612023,849.55242
cod,"Congo, Dem. Rep.",Africa,1995-01-01,53.64,41576239,485.41696
cod,"Congo, Dem. Rep.",Africa,2000-01-01,53.93,47105830,350.87077
cod,"Congo, Dem. Rep.",Africa,2005-01-01,56.14,54785894,363.66748
cod,"Congo, Dem. Rep.",Africa,2010-01-01,58.78,64563853,404.15154
cod,"Congo, Dem. Rep.",Africa,2015-01-01,62.65,76244532,497.31704
cod,"Congo, Dem. Rep.",Africa,2019-01-01,65.05,86790568,512.58622
cog,"Congo, Rep.",Africa,1960-01-01,43.74,1018254,1231.08274
cog,"Congo, Rep.",Africa,1965-01-01,45.4,1155389,1277.49355
cog,"Congo, Rep.",Africa,1970-01-01,47.23,1326894,1417.50024
cog,"Congo, Rep.",Africa,1975-01-01,49.71,1536658,1802.06461
cog,"Congo, Rep.",Africa,1980-01-01,52.75,1777932,1966.21823
cog,"Congo, Rep.",Africa,1985-01-01,55.58,2054308,2768.12582
cog,"Congo, Rep.",Africa,1990-01-01,53.97,2356740,2374.44742
cog,"Congo, Rep.",Africa,1995-01-01,52.32,2707532,2113.19155
cog,"Congo, Rep.",Africa,2000-01-01,53.05,3127420,2061.28727
cog,"Congo, Rep.",Africa,2005-01-01,56.99,3622775,2171.44314
cog,"Congo, Rep.",Africa,2010-01-01,60.87,4273738,2421.70903
cog,"Congo, Rep.",Africa,2015-01-01,63.52,4856093,2447.53931
cog,"Congo, Rep.",Africa,2019-01-01,65.43,5380504,1799.06647
col,Colombia,Americas,1960-01-01,59.26,16057714,1906.01503
col,Colombia,Americas,1965-01-01,61.58,18725242,2056.95077
col,Colombia,Americas,1970-01-01,65.93,21480064,2345.81162
col,Colombia,Americas,1975-01-01,66.27,24065502,2758.45007
col,Colombia,Americas,1980-01-01,68.92,26900508,3202.7307
col,Colombia,Americas,1985-01-01,67.21,29951194,3214.60824
col,Colombia,Americas,1990-01-01,71.45,33102569,3639.71922
col,Colombia,Americas,1995-01-01,72.55,36421438,4118.62803
col,Colombia,Americas,2000-01-01,74.23,39629965,3961.92972
col,Colombia,Americas,2005-01-01,76.52,42647731,4402.89908
col,Colombia,Americas,2010-01-01,77.89,45222699,5162.70564
col,Colombia,Americas,2015-01-01,79.69,47520667,6175.87603
col,Colombia,Americas,2019-01-01,80.19,50339443,6390.36806
cri,Costa Rica,Americas,1960-01-01,65.35,1330787,3600.48303
cri,Costa Rica,Americas,1965-01-01,65.49,1592834,3874.08983
cri,Costa Rica,Americas,1970-01-01,67.04,1847394,4643.79056
cri,Costa Rica,Americas,1975-01-01,71.6,2094186,5492.30719
cri,Costa Rica,Americas,1980-01-01,74.68,2389973,6213.54496
cri,Costa Rica,Americas,1985-01-01,75.71,2736719,5503.2218
cri,Costa Rica,Americas,1990-01-01,76.94,3119436,6041.44391
cri,Costa Rica,Americas,1995-01-01,76.53,3545524,6920.57904
cri,Costa Rica,Americas,2000-01-01,77.9,3962369,7678.49155
cri,Costa Rica,Americas,2005-01-01,79.44,4285504,8606.3337
cri,Costa Rica,Americas,2010-01-01,79.51,4577371,10236.98032
cri,Costa Rica,Americas,2015-01-01,80.2,4847805,11642.77805
cri,Costa Rica,Americas,2019-01-01,80.07,5047561,12654.68652
dnk,Denmark,Europe,1960-01-01,72.51,4581099,18107.37593
dnk,Denmark,Europe,1965-01-01,72.66,4760461,22519.81153
dnk,Denmark,Europe,1970-01-01,73.57,4931239,26927.95904
dnk,Denmark,Europe,1975-01-01,74.24,5062731,28480.35548
dnk,Denmark,Europe,1980-01-01,74.39,5123945,32073.64132
dnk,Denmark,Europe,1985-01-01,74.82,5114250,36783.94104
dnk,Denmark,Europe,1990-01-01,75.23,5141117,39295.24344
dnk,Denmark,Europe,1995-01-01,75.6,5232709,43310.25009
dnk,Denmark,Europe,2000-01-01,77.16,5341192,49241.928
dnk,Denmark,Europe,2005-01-01,78.34,5421701,51835.83271
dnk,Denmark,Europe,2010-01-01,79.52,5554849,51173.46616
dnk,Denmark,Europe,2015-01-01,80.99,5688695,53254.85637
dnk,Denmark,Europe,2019-01-01,81.13,5771877,57553.13124
dom,Dominican Republic,Americas,1960-01-01,61.92,3294222,1375.41365
dom,Dominican Republic,Americas,1965-01-01,61.62,3877768,1329.50271
dom,Dominican Republic,Americas,1970-01-01,64.88,4499722,1765.25203
dom,Dominican Republic,Americas,1975-01-01,67.18,5144632,2378.93835
dom,Dominican Republic,Americas,1980-01-01,69.25,5803929,2723.65305
dom,Dominican Republic,Americas,1985-01-01,70.24,6464229,2689.12456
dom,Dominican Republic,Americas,1990-01-01,71.97,7133491,2801.05843
dom,Dominican Republic,Americas,1995-01-01,73.71,7819239,3340.04393
dom,Dominican Republic,Americas,2000-01-01,73.66,8471317,4209.41187
dom,Dominican Republic,Americas,2005-01-01,72.56,9097262,4647.03787
dom,Dominican Republic,Americas,2010-01-01,73.5,9695117,5771.91842
dom,Dominican Republic,Americas,2015-01-01,72,10281675,6921.52059
dom,Dominican Republic,Americas,2019-01-01,73.19,10738957,8314.34482
dza,Algeria,Africa,1960-01-01,52.38,11057864,2170.31134
dza,Algeria,Africa,1965-01-01,56.8,12550880,2003.19159
dza,Algeria,Africa,1970-01-01,56.23,14464992,2368.57316
dza,Algeria,Africa,1975-01-01,56.87,16607706,2732.32263
dza,Algeria,Africa,1980-01-01,58.73,19221659,3186.43514
dza,Algeria,Africa,1985-01-01,64.7,22431507,3453.81941
dza,Algeria,Africa,1990-01-01,67.48,25758872,3123.99568
dza,Algeria,Africa,1995-01-01,69.04,28757788,2834.2634
dza,Algeria,Africa,2000-01-01,70.96,31042238,3111.1742
dza,Algeria,Africa,2005-01-01,72.94,33149720,3752.09378
dza,Algeria,Africa,2010-01-01,74.48,35977451,3918.48393
dza,Algeria,Africa,2015-01-01,75.44,39728020,4177.88689
dza,Algeria,Africa,2019-01-01,76.2,43053054,4111.30619
ecu,Ecuador,Americas,1960-01-01,56.1,4543658,2571.35233
ecu,Ecuador,Americas,1965-01-01,59.75,5243980,2783.21334
ecu,Ecuador,Americas,1970-01-01,61.35,6069375,2858.267
ecu,Ecuador,Americas,1975-01-01,64.09,6994331,3893.45236
ecu,Ecuador,Americas,1980-01-01,67.01,7989178,4229.85751
ecu,Ecuador,Americas,1985-01-01,69.88,9066100,4210.53125
ecu,Ecuador,Americas,1990-01-01,71.95,10230931,4269.7829
ecu,Ecuador,Americas,1995-01-01,73.63,11455205,4414.92826
ecu,Ecuador,Americas,2000-01-01,74.46,12681123,4209.34498
ecu,Ecuador,Americas,2005-01-01,73.61,13825839,4892.69132
ecu,Ecuador,Americas,2010-01-01,74.27,15011114,5323.73748
ecu,Ecuador,Americas,2015-01-01,75.88,16212022,6124.49089
ecu,Ecuador,Americas,2019-01-01,76.38,17373657,5853.81306
egy,Egypt,Africa,1960-01-01,46.87,26632891,762.13411
egy,Egypt,Africa,1965-01-01,50.67,30433024,941.98672
egy,Egypt,Africa,1970-01-01,51.25,34513851,962.11655
egy,Egypt,Africa,1975-01-01,54.43,38549133,1057.84565
egy,Egypt,Africa,1980-01-01,58.48,43309063,1452.59824
egy,Egypt,Africa,1985-01-01,60.12,49258726,1838.57571
egy,Egypt,Africa,1990-01-01,63.92,56134478,2051.61226
egy,Egypt,Africa,1995-01-01,66.38,62334025,2185.30218
egy,Egypt,Africa,2000-01-01,68.54,68831561,2610.4765
egy,Egypt,Africa,2005-01-01,68.78,75523576,2830.35014
egy,Egypt,Africa,2010-01-01,69.44,82761244,3485.2822
egy,Egypt,Africa,2015-01-01,69.92,92442549,3562.93266
egy,Egypt,Africa,2019-01-01,70.97,100388076,3964.98713
esp,Spain,Europe,1960-01-01,69.45,30402413,6212.53735
esp,Spain,Europe,1965-01-01,70.94,32146255,8928.96545
esp,Spain,Europe,1970-01-01,72.02,33883749,11431.59456
esp,Spain,Europe,1975-01-01,73.59,35879210,14004.338
esp,Spain,Europe,1980-01-01,75.51,37698200,14721.56758
esp,Spain,Europe,1985-01-01,76.45,38733866,15375.87454
esp,Spain,Europe,1990-01-01,76.96,39202524,18962.44605
esp,Spain,Europe,1995-01-01,78.09,39787413,19994.02769
esp,Spain,Europe,2000-01-01,79.47,40824745,23928.67166
esp,Spain,Europe,2005-01-01,80.58,44019118,26135.65158
esp,Spain,Europe,2010-01-01,82.08,46931011,25692.36964
esp,Spain,Europe,2015-01-01,82.78,46671919,25732.01836
esp,Spain,Europe,2019-01-01,83.09,46736782,28091.01233
fin,Finland,Europe,1960-01-01,69.22,4434593,11420.69956
fin,Finland,Europe,1965-01-01,69.56,4568604,14060.01817
fin,Finland,Europe,1970-01-01,70.66,4612365,17121.74368
fin,Finland,Europe,1975-01-01,72.17,4718744,20755.98806
fin,Finland,Europe,1980-01-01,74.01,4788247,23911.99614
fin,Finland,Europe,1985-01-01,74.88,4911220,26846.79476
fin,Finland,Europe,1990-01-01,75.43,4996220,31267.37495
fin,Finland,Europe,1995-01-01,76.94,5119012,29900.87062
fin,Finland,Europe,2000-01-01,78.04,5187953,37869.1588
fin,Finland,Europe,2005-01-01,79.32,5258933,42513.519
fin,Finland,Europe,2010-01-01,80.4,5365784,43546.05619
fin,Finland,Europe,2015-01-01,81.68,5481128,42784.69836
fin,Finland,Europe,2019-01-01,81.87,5532159,46172.5675
fji,Fiji,Oceania,1960-01-01,64.6,393480,2196.91681
fji,Fiji,Oceania,1965-01-01,65.57,463960,2168.81032
fji,Fiji,Oceania,1970-01-01,65.17,520561,2734.08665
fji,Fiji,Oceania,1975-01-01,65.03,576626,3264.6356
fji,Fiji,Oceania,1980-01-01,66.47,635312,3626.30694
fji,Fiji,Oceania,1985-01-01,66.11,711770,3213.17895
fji,Fiji,Oceania,1990-01-01,66.34,728575,3624.69523
fji,Fiji,Oceania,1995-01-01,66.12,775428,3868.23224
fji,Fiji,Oceania,2000-01-01,65.75,811011,4106.94871
fji,Fiji,Oceania,2005-01-01,67.11,821606,4570.26624
fji,Fiji,Oceania,2010-01-01,67.64,859816,4523.84683
fji,Fiji,Oceania,2015-01-01,68.02,868632,5390.71421
fji,Fiji,Oceania,2019-01-01,68.38,889955,5869.01411
fra,France,Europe,1960-01-01,71.19,45673147,11171.91895
fra,France,Europe,1965-01-01,71.83,48746653,13932.59664
fra,France,Europe,1970-01-01,72.6,50763921,17519.42717
fra,France,Europe,1975-01-01,73.34,52688575,20408.17175
fra,France,Europe,1980-01-01,74.68,53868006,23562.28241
fra,France,Europe,1985-01-01,75.77,55254838,24822.98436
fra,France,Europe,1990-01-01,77.21,56666861,28512.10871
fra,France,Europe,1995-01-01,78.19,57801887,29734.04522
fra,France,Europe,2000-01-01,79.19,59015092,33583.85744
fra,France,Europe,2005-01-01,80.56,61120128,35199.73432
fra,France,Europe,2010-01-01,81.58,62879535,35625.47404
fra,France,Europe,2015-01-01,82.52,64453194,36638.18493
fra,France,Europe,2019-01-01,82.87,65129731,38896.68543
gab,Gabon,Africa,1960-01-01,49.98,500922,3386.61587
gab,Gabon,Africa,1965-01-01,51.69,533357,4713.31848
gab,Gabon,Africa,1970-01-01,53.16,589317,5588.87631
gab,Gabon,Africa,1975-01-01,55.56,647538,11437.92454
gab,Gabon,Africa,1980-01-01,58.12,726335,9461.3395
gab,Gabon,Africa,1985-01-01,59.78,827107,9382.88765
gab,Gabon,Africa,1990-01-01,60.45,949493,8655.53787
gab,Gabon,Africa,1995-01-01,60.41,1084951,8815.22887
gab,Gabon,Africa,2000-01-01,59.59,1228359,7888.06209
gab,Gabon,Africa,2005-01-01,61.11,1390550,7504.25996
gab,Gabon,Africa,2010-01-01,63.27,1624146,6863.53876
